nucleus_area,cytoplasm_area,nc_ratio,nc_ratio_log1p,staining_intensity,granularity,roundness,mean_r,mean_g,mean_b,path,label,class
0.0,0.52545166015625,0.0,0.0,0.21647701886744275,0.01409719032049179,0.0,0.7879152784160539,0.7283631567861519,0.8342905081954657,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243677925_p_3.jpg,0,non_plasma
0.0,0.23773193359375,0.0,0.0,0.10862909454146241,0.016528614487499,0.0,0.88953857421875,0.8497465245863971,0.9348276175704657,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243677937_p_2.jpg,0,non_plasma
0.0,0.4652099609375,0.0,0.0,0.15285820057189548,0.010572209950536489,0.0,0.8521020029105392,0.8011275945925245,0.88819580078125,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243677959_p_1.jpg,0,non_plasma
0.0,0.6134033203125,0.0,0.0,0.19366997612847214,0.010425425585359334,0.0,0.7991917030484068,0.7447045419730393,0.8750938265931373,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243677981_p_1.jpg,0,non_plasma
0.0,0.33441162109375,0.0,0.0,0.1389443391288807,0.011610609855502843,0.0,0.8643640854779412,0.8038500019148285,0.9149528952205882,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243677995_p_2.jpg,0,non_plasma
0.0,0.5123291015625,0.0,0.0,0.20496882021037588,0.006662988390773535,0.0,0.7907810585171569,0.7192500095741422,0.8750624712775735,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678004_p_4.jpg,0,non_plasma
0.0,0.490966796875,0.0,0.0,0.22104795368668295,0.007079033639281988,0.0,0.7760967179840687,0.7223065544577206,0.8384528664981618,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678027_p_3.jpg,0,non_plasma
0.0,0.681884765625,0.0,0.0,0.2322613485498366,0.005589477643370628,0.0,0.7686284083946079,0.6862912645526961,0.8482962814031862,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678027_p_4.jpg,0,non_plasma
0.0,0.42755126953125,0.0,0.0,0.17566149343852122,0.010486504342406989,0.0,0.8185206992953431,0.7666128121170344,0.8878820082720589,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678037_p_1.jpg,0,non_plasma
0.0,0.39862060546875,0.0,0.0,0.19348503561580888,0.012718223333358765,0.0,0.7953809551164216,0.7478577856924019,0.87630615234375,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678037_p_2.jpg,0,non_plasma
0.0,0.73443603515625,0.0,0.0,0.24778725617851316,0.012236238654702901,0.0,0.7528818167892157,0.6639389935661765,0.8398174211090687,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678117_p_3.jpg,0,non_plasma
0.0,0.6156005859375,0.0,0.0,0.23844776028901138,0.015592488911002874,0.0,0.7532401290594363,0.6891469918045343,0.8422695982689951,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678125_p_2.jpg,0,non_plasma
0.0,0.38421630859375,0.0,0.0,0.19804041245404413,0.01082045802101493,0.0,0.7918715533088235,0.7369798847273284,0.8770273246017157,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678125_p_3.jpg,0,non_plasma
0.0,0.5601806640625,0.0,0.0,0.1784048840890523,0.007015184164047241,0.0,0.8187657973345588,0.7185348211550245,0.9274847292432598,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678125_p_4.jpg,0,non_plasma
0.0,0.73931884765625,0.0,0.0,0.23362382876327614,0.0066763293109834195,0.0,0.7522372376685049,0.6941966337316177,0.852694642310049,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678133_p_2.jpg,0,non_plasma
0.0,0.52728271484375,0.0,0.0,0.18029920789930554,0.008453034862875939,0.0,0.8240552715226716,0.7284375957414215,0.9066095090379902,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678162_p_1.jpg,0,non_plasma
0.0157470703125,0.47808837890625,0.03293757181156645,0.03240675444060112,0.2152484170751634,0.01781941121816635,0.3704292323243341,0.7759937959558824,0.7261173023897058,0.8521436504289216,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678162_p_2.jpg,0,non_plasma
0.0,0.38525390625,0.0,0.0,0.16419047436682999,0.015099910493940116,0.0,0.8303995768229167,0.7574936810661764,0.9195353190104166,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678169_p_3.jpg,0,non_plasma
0.0,0.42352294921875,0.0,0.0,0.17766296785641333,0.017177302464842795,0.0,0.8400771197150735,0.7271893669577206,0.8997446097579657,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678169_p_4.jpg,0,non_plasma
0.0,0.7777099609375,0.0,0.0,0.26161566840277783,0.016920601185411215,0.0,0.741839719286152,0.6148875517003677,0.858425723805147,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678195_p_1.jpg,0,non_plasma
0.0,0.7635498046875,0.0,0.0,0.2598155701082516,0.00868009516224265,0.0,0.75311279296875,0.6388738893995098,0.8285666073069853,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678211_p_1.jpg,0,non_plasma
0.0,0.8470458984375,0.0,0.0,0.2918307834201389,0.005454162105917931,0.0,0.6995500153186275,0.6276204427083333,0.7973371917126225,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678218_p_1.jpg,0,non_plasma
0.01043701171875,0.5927734375,0.01760708401976936,0.017453875076904393,0.23322275199142162,0.013802366957068444,0.33500105074894776,0.7919165517769607,0.709139954810049,0.7992752374387255,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678218_p_2.jpg,0,non_plasma
0.0,0.57830810546875,0.0,0.0,0.21674549377042485,0.00890854337438941,0.0,0.788573979396446,0.7139938055300246,0.8471957337622549,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678242_p_1.jpg,0,non_plasma
0.0,0.66033935546875,0.0,0.0,0.23941977507148693,0.0074646618925035,0.0,0.7526142195159313,0.6786575616574755,0.8504688936121324,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678261_p_1.jpg,0,non_plasma
0.0,0.45965576171875,0.0,0.0,0.1841690761591095,0.009712451875209808,0.0,0.8105901979932598,0.7390330595128677,0.8978695140165441,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678269_p_2.jpg,0,non_plasma
0.0,0.38494873046875,0.0,0.0,0.18106170853758174,0.012945711310952903,0.0,0.8209666532628677,0.7692796894148284,0.8665685317095588,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678278_p_2.jpg,0,non_plasma
0.0,0.5889892578125,0.0,0.0,0.22212440640318631,0.01385892790183425,0.0,0.7724377202052696,0.719299077052696,0.8418899835324755,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678278_p_3.jpg,0,non_plasma
0.0,0.80242919921875,0.0,0.0,0.271762104907067,0.013863333757966757,0.0,0.7426654890471813,0.6426228841145833,0.7994253121170343,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678285_p_1.jpg,0,non_plasma
0.0,0.431396484375,0.0,0.0,0.19181275211907678,0.009651653584092855,0.0,0.8228508444393382,0.7469049191942402,0.8548059800091912,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678325_p_2.jpg,0,non_plasma
0.0,0.701904296875,0.0,0.0,0.24991790173100492,0.005773834452033043,0.0,0.7710176355698529,0.6629518995098039,0.8162767597273284,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678325_p_3.jpg,0,non_plasma
0.0,0.706787109375,0.0,0.0,0.2734885620915033,0.007966151103377343,0.0,0.7287343941482843,0.6464826995251225,0.8043172200520833,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678343_p_1.jpg,0,non_plasma
0.0,0.4539794921875,0.0,0.0,0.18542424619587417,0.008199396099895239,0.0,0.8196695963541667,0.7244418275122549,0.8996158375459559,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678343_p_2.jpg,0,non_plasma
0.0,0.75982666015625,0.0,0.0,0.25576195810355395,0.015577635224908591,0.0,0.7591449812346813,0.645318483838848,0.8282506606158089,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678343_p_3.jpg,0,non_plasma
0.0,0.61737060546875,0.0,0.0,0.17831265318627454,0.01654319667816162,0.0,0.8242173138786765,0.7323436063878677,0.9085011201746324,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678371_p_1.jpg,0,non_plasma
0.05340576171875,0.48272705078125,0.11063345555696043,0.10493053322989465,0.19915907118055554,0.01685986314713955,0.5087044139275484,0.8302066578584559,0.710815190333946,0.8615009382659313,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678381_p_4.jpg,0,non_plasma
0.0,0.4146728515625,0.0,0.0,0.16750416475183827,0.01960914319753647,0.0,0.8386417164522059,0.780065678615196,0.8787801106770833,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678390_p_0.jpg,0,non_plasma
0.0,0.83575439453125,0.0,0.0,0.2557507084865196,0.009598949372768402,0.0,0.7690803079044117,0.6547205307904411,0.8089470358455882,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678408_p_1.jpg,0,non_plasma
0.0,0.2987060546875,0.0,0.0,0.15061705346200982,0.02088397153839469,0.0,0.8510684742647059,0.804214537377451,0.8928658279718137,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678428_p_1.jpg,0,non_plasma
0.0,0.57354736328125,0.0,0.0,0.21152160245608664,0.008415223415941,0.0,0.8097464767156862,0.7338462679993872,0.8218424479166667,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678439_p_2.jpg,0,non_plasma
0.0,0.566650390625,0.0,0.0,0.23276853873059644,0.026357554849237203,0.0,0.7840418198529412,0.7225380093443627,0.7951145546109069,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678448_p_2.jpg,0,non_plasma
0.0,0.52947998046875,0.0,0.0,0.2268032896752451,0.01316716133058071,0.0,0.8029426125919118,0.7174110562193627,0.7992364621629902,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678448_p_3.jpg,0,non_plasma
0.0,0.64154052734375,0.0,0.0,0.2246195076337827,0.009201158463954926,0.0,0.7745928596047794,0.7084587545955883,0.8430898628982844,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678482_p_4.jpg,0,non_plasma
0.0,0.58245849609375,0.0,0.0,0.23060039445465685,0.017693364050239326,0.0,0.7881007774203431,0.7160053327971814,0.8040927064185049,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678495_p_4.jpg,0,non_plasma
0.0,0.482177734375,0.0,0.0,0.21710931117238563,0.008832161869853736,0.0,0.8082421396292893,0.7098132563572304,0.8306166704963235,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678495_p_5.jpg,0,non_plasma
0.0,0.80438232421875,0.0,0.0,0.2891730813419118,0.007859508261084556,0.0,0.7255751665900735,0.6330362955729166,0.7738692938112746,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678506_p_3.jpg,0,non_plasma
0.0,0.75604248046875,0.0,0.0,0.2611036113664216,0.021448964819312095,0.0,0.7708871878829657,0.6479111615349264,0.7978908164828431,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678517_p_3.jpg,0,non_plasma
0.0,0.53607177734375,0.0,0.0,0.21996280445772054,0.009624071594327687,0.0,0.7943862017463236,0.711260866651348,0.8344645182291667,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678530_p_1.jpg,0,non_plasma
0.0,0.66741943359375,0.0,0.0,0.24294864430147056,0.006201220452785492,0.0,0.7676039751838235,0.6599999521292892,0.8435501397824755,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678550_p_2.jpg,0,non_plasma
0.0,0.70037841796875,0.0,0.0,0.24893439797794115,0.0063331260532140735,0.0,0.7573144052542892,0.6444343118106618,0.8514480890012255,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678550_p_3.jpg,0,non_plasma
0.0,0.66644287109375,0.0,0.0,0.24148970460580066,0.0076816253662109375,0.0,0.7695623659620098,0.6710844152113971,0.8348841050091912,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678562_p_2.jpg,0,non_plasma
0.0,0.7471923828125,0.0,0.0,0.243722554125817,0.007683972146362066,0.0,0.7628092447916667,0.664175474877451,0.8418476179534313,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678591_p_1.jpg,0,non_plasma
0.0,0.78466796875,0.0,0.0,0.2622513914419935,0.008562858328223228,0.0,0.7383927887561275,0.6446987974877451,0.8301542394301471,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678601_p_2.jpg,0,non_plasma
0.0,0.71685791015625,0.0,0.0,0.196969624438317,0.01278778013214469,0.0,0.7789261163449754,0.6855890012254902,0.9445760091145833,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678621_p_1.jpg,0,non_plasma
0.0,0.72271728515625,0.0,0.0,0.26556843277675646,0.007133856203407049,0.0,0.7317272709865196,0.6228743010876225,0.8486931295955882,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678649_p_1.jpg,0,non_plasma
0.0,0.69512939453125,0.0,0.0,0.2800454133476308,0.00864809113368392,0.0,0.7208381204044118,0.6304350011488971,0.808590638403799,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678670_p_0.jpg,0,non_plasma
0.0,0.70867919921875,0.0,0.0,0.268502667994281,0.0077837944887578486,0.0,0.731259095435049,0.6358041800704657,0.8274287205116422,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678680_p_3.jpg,0,non_plasma
0.0,0.7093505859375,0.0,0.0,0.2529130923202614,0.01295688983425498,0.0,0.7463843252144607,0.6214408126531863,0.8734355851715686,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678700_p_2.jpg,0,non_plasma
0.0,0.72955322265625,0.0,0.0,0.2611068027471406,0.006161408886313439,0.0,0.7531415153952206,0.6660031786151961,0.7975348977481618,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678711_p_2.jpg,0,non_plasma
0.0,0.71270751953125,0.0,0.0,0.17890792547487744,0.04006814807653427,0.0,0.8118087469362745,0.7254815793504902,0.9259858972886029,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678711_p_3.jpg,0,non_plasma
0.0,0.74371337890625,0.0,0.0,0.2617761948529411,0.0057877061367034915,0.0,0.7428852156096813,0.64727783203125,0.8245083678002451,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678721_p_2.jpg,0,non_plasma
0.0,0.76025390625,0.0,0.0,0.2576578776041667,0.04793646489083767,0.0,0.7505517099417892,0.6608087277879902,0.8156659294577205,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678755_p_1.jpg,0,non_plasma
0.0,0.73468017578125,0.0,0.0,0.28390506918913394,0.00890977631509304,0.0,0.7382640165441177,0.6032233743106618,0.8067974015778187,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678755_p_2.jpg,0,non_plasma
0.0,0.6766357421875,0.0,0.0,0.2443211773641749,0.008929216146469117,0.0,0.7579539579503677,0.6922573912377451,0.8168251187193627,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678766_p_1.jpg,0,non_plasma
0.0,0.6617431640625,0.0,0.0,0.2674755221098857,0.006289009775966406,0.0,0.7513408586090686,0.6467562806372549,0.7994762944240196,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678766_p_2.jpg,0,non_plasma
0.0,0.75341796875,0.0,0.0,0.27207741332209967,0.00850207033380866,0.0,0.7491632199754902,0.64339599609375,0.7912085439644608,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678778_p_4.jpg,0,non_plasma
0.0,0.5802001953125,0.0,0.0,0.1842309091605392,0.012203938987106085,0.0,0.8315578086703431,0.7418988396139706,0.8738506242340687,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678789_p_0.jpg,0,non_plasma
0.0,0.71893310546875,0.0,0.0,0.2785510493259804,0.00794991835579276,0.0,0.7402183383118872,0.629901242723652,0.7942272709865196,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678789_p_1.jpg,0,non_plasma
0.0,0.66375732421875,0.0,0.0,0.23857190499897885,0.007728851046413183,0.0,0.7764531154258578,0.700528013939951,0.8073031556372549,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678789_p_2.jpg,0,non_plasma
0.0,0.69061279296875,0.0,0.0,0.26957329644097217,0.005276977002620697,0.0,0.7479913449754902,0.6750347062653186,0.7682540594362746,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678789_p_5.jpg,0,non_plasma
0.0,0.456298828125,0.0,0.0,0.19803498710682188,0.015930548813194036,0.0,0.8122975068933823,0.7389559876685049,0.854641544117647,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678813_p_2.jpg,0,non_plasma
0.0,0.75909423828125,0.0,0.0,0.24719828686682999,0.03581791916117072,0.0,0.76435546875,0.667986940870098,0.8260627297794118,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678823_p_5.jpg,0,non_plasma
0.0,0.63916015625,0.0,0.0,0.23131207235498374,0.005970328316092491,0.0,0.7800967945772059,0.7088845645680147,0.8170824237898284,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678823_p_6.jpg,0,non_plasma
0.0,0.39837646484375,0.0,0.0,0.16973501965890525,0.017177496910095215,0.0,0.8385854683670343,0.7750545726102941,0.8771549000459559,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678845_p_1.jpg,0,non_plasma
0.0,0.69769287109375,0.0,0.0,0.2583728266697304,0.014352503284811973,0.0,0.7479291130514706,0.6443036247702206,0.8326487821691176,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243678954_p_10.jpg,0,non_plasma
0.0,0.7294921875,0.0,0.0,0.2214321959252451,0.009568052276968955,0.0,0.7849805644914216,0.7104978075214461,0.8402250402113971,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679034_p_4.jpg,0,non_plasma
0.0,0.50543212890625,0.0,0.0,0.20209633820976314,0.008630779381841421,0.0,0.8163174498314951,0.7327292049632353,0.8446643305759803,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679034_p_5.jpg,0,non_plasma
0.0,0.641357421875,0.0,0.0,0.25800087124693627,0.003997223123908043,0.0,0.7114736519607843,0.6891201842064951,0.8254035500919118,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679047_p_1.jpg,0,non_plasma
0.0,0.84039306640625,0.0,0.0,0.29713469860600494,0.009229970630258322,0.0,0.7348989449295343,0.5962675206801471,0.777429438572304,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679068_p_2.jpg,0,non_plasma
0.0,0.78204345703125,0.0,0.0,0.29098770041870914,0.011988395806401968,0.0,0.7424586875765932,0.6031321806066177,0.7814460305606618,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679068_p_3.jpg,0,non_plasma
0.0,0.7279052734375,0.0,0.0,0.25223707809946894,0.008651915550231934,0.0,0.7564587162990196,0.6745773016237745,0.812252747778799,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679068_p_4.jpg,0,non_plasma
0.0,0.67767333984375,0.0,0.0,0.2105863683363971,0.008598423328250646,0.0,0.7790072571997549,0.6683466892616422,0.9208869485294118,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679080_p_2.jpg,0,non_plasma
0.0,0.525390625,0.0,0.0,0.22356451695261437,0.01339902776479721,0.0,0.793612611060049,0.7137489468443627,0.8219448912377451,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679080_p_3.jpg,0,non_plasma
0.032470703125,0.4542236328125,0.07148615963450686,0.06904661903473253,0.22491526884191182,0.0375396584533155,0.31292813689493193,0.7947138767616422,0.7139081169577206,0.816632199754902,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679128_p_1.jpg,0,non_plasma
0.0,0.38922119140625,0.0,0.0,0.182147336473652,0.018256929740309714,0.0,0.8278928270526961,0.7420723709405638,0.8835927925857843,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679199_p_1.jpg,0,non_plasma
0.0,0.7464599609375,0.0,0.0,0.24415666168811279,0.027266484200954438,0.0,0.7587392769607844,0.6595492493872549,0.8492414885876225,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679199_p_2.jpg,0,non_plasma
0.0,0.6734619140625,0.0,0.0,0.2271695803972631,0.01524387052282691,0.0,0.7885919309129902,0.6757137522977941,0.8541855755974265,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679210_p_0.jpg,0,non_plasma
0.0,0.71337890625,0.0,0.0,0.2692918964460784,0.009287655260413885,0.0,0.7346837660845589,0.6531317018995098,0.8043088426776961,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679244_p_0.jpg,0,non_plasma
0.0,0.7032470703125,0.0,0.0,0.2120311861723857,0.013060625180602074,0.0,0.7838891122855393,0.688693177466299,0.8913241517310049,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679253_p_1.jpg,0,non_plasma
0.0,0.6893310546875,0.0,0.0,0.21185996859681377,0.011693794932216405,0.0,0.7977759267769607,0.6988673789828431,0.8677767884497549,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679253_p_2.jpg,0,non_plasma
0.0,0.78668212890625,0.0,0.0,0.23946868298100488,0.012938292503356933,0.0,0.7577722886029412,0.6527417949601716,0.8710798674938726,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679264_p_0.jpg,0,non_plasma
0.0,0.79541015625,0.0,0.0,0.26978743808721406,0.012406494125723838,0.0,0.7409361596200981,0.6535625382965686,0.7961389878216911,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679264_p_1.jpg,0,non_plasma
0.0,0.68450927734375,0.0,0.0,0.20967044207005725,0.012028250481933355,0.0,0.8036697686887255,0.6816616881127451,0.8856572169883579,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679264_p_2.jpg,0,non_plasma
0.0,0.78155517578125,0.0,0.0,0.2748561485140931,0.01372421383485198,0.0,0.7403296377144608,0.6243645163143382,0.8107374004289216,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679276_p_2.jpg,0,non_plasma
0.0,0.73388671875,0.0,0.0,0.2297036962571487,0.02610759925469756,0.0,0.7779143688725491,0.6875421262254902,0.8454324161305147,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679287_p_0.jpg,0,non_plasma
0.0,0.6732177734375,0.0,0.0,0.2069040734783496,0.02287331497296691,0.0,0.8122687844669118,0.7057408949908088,0.8612781001072304,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679319_p_1.jpg,0,non_plasma
0.0,0.54150390625,0.0,0.0,0.19898561963848038,0.013636534061282873,0.0,0.8094092275582108,0.7379013959099264,0.8557325176164216,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679331_p_0.jpg,0,non_plasma
0.0,0.64093017578125,0.0,0.0,0.219525026807598,0.02724348383769393,0.0,0.7871931487438726,0.7340839460784314,0.820147824754902,F:\BUET plasma\PCMMD_LOCAL\set1\non_plasma\1692243679331_p_1.jpg,0,non_plasma
